Sentence,Tense
আজ পাওয়াচ্ছিলেন উনি,Past_Nrm
উনারা পাওয়াচ্ছিলেন এখনই,Past_Nrm
তিনি পাওয়াচ্ছিলেন পূর্বে,Past_Nrm
আমি আগে পাওয়াচ্ছিলেম,Past_Nrm
আমরা আগে পাওয়াচ্ছিলেম,Past_Nrm
তুই পাওয়াচ্ছিস আজ,Present_Nrm
এখন পাওয়াচ্ছিস তোরা,Present_Nrm
আজ পাওয়াচ্ছে সে,Present_Nrm
বর্তমানে পাওয়াচ্ছে তারা,Present_Nrm
আপনি আজ পাওয়াচ্ছেন,Present_Nrm
বর্তমানে পাওয়াচ্ছেন আপনারা,Present_Nrm
উনি বর্তমানে পাওয়াচ্ছেন,Present_Nrm
উনারা আজকে পাওয়াচ্ছেন,Present_Nrm
তিনি পাওয়াচ্ছেন এখন,Present_Nrm
আজ পাওয়াত সে,Past_Nrm
তারা আগে পাওয়াত,Past_Nrm
আমি এখন পাওয়াতাম,Past_Nrm
আগে পাওয়াতাম আমরা,Past_Nrm
তুই সেদিন পাওয়াতিস,Past_Nrm
আগে পাওয়াতিস তোরা,Past_Nrm
আজকে পাওয়াতুম আমি,Past_Nrm
আমরা আগে পাওয়াতুম,Past_Nrm
তুমি এখন পাওয়াতে,Past_Nrm
এখন পাওয়াতে তোমরা,Past_Nrm
আপনি পাওয়াতেন আজকে,Past_Nrm
অতীতে পাওয়াতেন আপনারা,Past_Nrm
আজ পাওয়াতেন উনি,Past_Nrm
উনারা এখনই পাওয়াতেন,Past_Nrm
আজ পাওয়াতেন তিনি,Past_Nrm
আমি পাওয়াতেম এখনই,Past_Nrm
আমরা পাওয়াতেম পূর্বে,Past_Nrm
আপনি এখন পাওয়ান,Present_Nrm
আজকে পাওয়ান আপনারা,Present_Nrm
উনি আজ পাওয়ান,Present_Nrm
উনারা পাওয়ান এখনই,Present_Nrm
তিনি বর্তমানে পাওয়ান,Present_Nrm
উচিত পাওয়ানো আমাকে,Present_Nrm
আমাদেরকে দরকার পাওয়ানো,Present_Nrm
তোমাকে উচিত পাওয়ানো,Present_Nrm
তোমাদেরকে উচিৎ পাওয়ানো,Present_Nrm
উচিৎ পাওয়ানো তোকে,Present_Nrm
তোদেরকে উচিত পাওয়ানো,Present_Nrm
তাকে উচিত পাওয়ানো,Present_Nrm
উচিৎ পাওয়ানো তাদেরকে,Present_Nrm
আপনাকে প্রয়োজন পাওয়ানো,Present_Nrm
আপনাদেরকে পাওয়ানো দরকার,Present_Nrm
উনাকে পাওয়ানো উচিৎ,Present_Nrm
উনাদেরকে পাওয়ানো উচিৎ,Present_Nrm
আমি পাওয়াব শীঘ্রই,Future_Nrm
পরশু পাওয়াব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
আজ পাওয়াবি তুই,Future_Nrm
তোরা শীঘ্রই পাওয়াবি,Future_Nrm
তুমি পাওয়াবে আগামিকাল,Future_Nrm
তোমরা আজ পাওয়াবে,Future_Nrm
আপনি আগামিকাল পাওয়াবেন,Future_Nrm
আপনারা পাওয়াবেন এখন,Future_Nrm
আগামীকাল পাওয়াবেন উনি,Future_Nrm
উনারা পাওয়াবেন এখন,Future_Nrm
তিনি পাওয়াবেন এখন,Future_Nrm
আগামিকাল পাওয়াবো আমি,Future_Nrm
এখন পাওয়াবো আমরা,Future_Nrm
সে পাওয়ায় এখন,Present_Nrm
বর্তমানে পাওয়ায় তারা,Present_Nrm
সে পাওয়াল অতীতে,Past_Nrm
তারা পাওয়াল আজকে,Past_Nrm
আজ পাওয়ালাম আমি,Past_Nrm
সেদিন পাওয়ালাম আমরা,Past_Nrm
তুই অতীতে পাওয়ালি,Past_Nrm
তোরা পাওয়ালি আজকে,Past_Nrm
আমি পাওয়ালুম এখন,Past_Nrm
আমরা পাওয়ালুম সেদিন,Past_Nrm
তুমি পাওয়ালে সেদিন,Past_Nrm
তোমরা অতীতে পাওয়ালে,Past_Nrm
আপনি পাওয়ালেন সেদিন,Past_Nrm
আপনারা পাওয়ালেন আজকে,Past_Nrm
উনি পাওয়ালেন আজ,Past_Nrm
উনারা সেদিন পাওয়ালেন,Past_Nrm
তিনি সেদিন পাওয়ালেন,Past_Nrm
আমি পাওয়ালেম পূর্বে,Past_Nrm
আমরা পাওয়ালেম আজ,Past_Nrm
তুই পাওয়াস আজকে,Present_Nrm
এখনই পাওয়াস তোরা,Present_Nrm
তুই এখন ফির,Present_Imp
তোরা ফির বর্তমানে,Present_Imp
উচিৎ ফিরা আমার,Present_Imp
আমাদের উচিত ফিরা,Present_Imp
তোমার ফিরা উচিত,Present_Imp
তোমাদের উচিৎ ফিরা,Present_Imp
তোর ফিরা উচিৎ,Present_Imp
তোদের ফিরা উচিত,Present_Imp
তার ফিরা উচিৎ,Present_Imp
তাদের ফিরা উচিৎ,Present_Imp
উচিত ফিরা আপনার,Present_Imp
আপনাদের ফিরা প্রয়োজন,Present_Imp
উনার ফিরা উচিৎ,Present_Imp
উনাদের উচিৎ ফিরা,Present_Imp
এখন ফিরাই আমি,Present_Nrm
আজকে ফিরাই আমরা,Present_Nrm
আজ ফিরাইও তুমি,Present_Nrm
তোমরা ফিরাইও আজকে,Present_Nrm
সে সেদিন ফিরাইত,Past_Nrm
তারা আগে ফিরাইত,Past_Nrm
আমি এখন ফিরাইতাম,Past_Nrm
গতকাল ফিরাইতাম আমরা,Past_Nrm
তুই ফিরাইতিস গতকাল,Past_Nrm
আজ ফিরাইতিস তোরা,Past_Nrm
তুমি ফিরাইতে পূর্বে,Past_Nrm
তোমরা ফিরাইতে এখন,Past_Nrm
এখন ফিরাইতেছ তুমি,Present_Nrm
আজ ফিরাইতেছ তোমরা,Present_Nrm
আমি ফিরাইতেছি বর্তমানে,Present_Nrm
আমরা এখন ফিরাইতেছি,Present_Nrm
সেদিন ফিরাইতেছিল সে,Past_Nrm
গতকাল ফিরাইতেছিল তারা,Past_Nrm
আমি আগে ফিরাইতেছিলাম,Past_Nrm
আমরা ফিরাইতেছিলাম এখনই,Past_Nrm
তুই ফিরাইতেছিলি অতীতে,Past_Nrm
তোরা ফিরাইতেছিলি এখনই,Past_Nrm
তুমি ফিরাইতেছিলে পূর্বে,Past_Nrm
তোমরা সেদিন ফিরাইতেছিলে,Past_Nrm
আপনি ফিরাইতেছিলেন আজ,Past_Nrm
আপনারা এখনই ফিরাইতেছিলেন,Past_Nrm
উনি ফিরাইতেছিলেন গতকাল,Past_Nrm
উনারা আজ ফিরাইতেছিলেন,Past_Nrm
পূর্বে ফিরাইতেছিলেন তিনি,Past_Nrm
তুই বর্তমানে ফিরাইতেছিস,Present_Nrm
এখন ফিরাইতেছিস তোরা,Present_Nrm
সে ফিরাইতেছে বর্তমানে,Present_Nrm
তারা ফিরাইতেছে আজ,Present_Nrm
আপনি বর্তমানে ফিরাইতেছেন,Present_Nrm
আপনারা ফিরাইতেছেন এখন,Present_Nrm
বর্তমানে ফিরাইতেছেন উনি,Present_Nrm
আজকে ফিরাইতেছেন উনারা,Present_Nrm
আজ ফিরাইতেছেন তিনি,Present_Nrm
আপনি এখনই ফিরাইতেন,Past_Nrm
পূর্বে ফিরাইতেন আপনারা,Past_Nrm
উনি গতকাল ফিরাইতেন,Past_Nrm
উনারা ফিরাইতেন গতকাল,Past_Nrm
তিনি এখনই ফিরাইতেন,Past_Nrm
আমি ভবিষ্যতে ফিরাইব,Future_Nrm
আজকে ফিরাইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আগামিকাল ফিরাইবি,Future_Nrm
পরশু ফিরাইবি তোরা,Future_Nrm
ভবিষ্যতে ফিরাইবে তুমি,Future_Nrm
আজ ফিরাইবে তোমরা,Future_Nrm
ভবিষ্যতে ফিরাইবেন আপনি,Future_Nrm
এখনই ফিরাইবেন আপনারা,Future_Nrm
উনি আগামিকাল ফিরাইবেন,Future_Nrm
উনারা ফিরাইবেন ভবিষ্যতে,Future_Nrm
আজ ফিরাইবেন তিনি,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি ফিরাইয়াছ আজ,Present_Nrm
তোমরা ফিরাইয়াছ বর্তমানে,Present_Nrm
বর্তমানে ফিরাইয়াছি আমি,Present_Nrm
আমরা বর্তমানে ফিরাইয়াছি,Present_Nrm
সে ফিরাইয়াছিল পূর্বে,Past_Nrm
পূর্বে ফিরাইয়াছিল তারা,Past_Nrm
আমি পূর্বে ফিরাইয়াছিলাম,Past_Nrm
সেদিন ফিরাইয়াছিলাম আমরা,Past_Nrm
আগে ফিরাইয়াছিলি তুই,Past_Nrm
তোরা ফিরাইয়াছিলি অতীতে,Past_Nrm
তুমি আজকে ফিরাইয়াছিলে,Past_Nrm
তোমরা ফিরাইয়াছিলে এখন,Past_Nrm
আপনি পূর্বে ফিরাইয়াছিলেন,Past_Nrm
আপনারা এখন ফিরাইয়াছিলেন,Past_Nrm
উনি আজ ফিরাইয়াছিলেন,Past_Nrm
উনারা ফিরাইয়াছিলেন এখনই,Past_Nrm
তিনি ফিরাইয়াছিলেন আজকে,Past_Nrm
তুই ফিরাইয়াছিস আজকে,Present_Nrm
তোরা ফিরাইয়াছিস বর্তমানে,Present_Nrm
সে ফিরাইয়াছে আজ,Present_Nrm
তারা ফিরাইয়াছে আজকে,Present_Nrm
আপনি আজ ফিরাইয়াছেন,Present_Nrm
আপনারা ফিরাইয়াছেন এখনই,Present_Nrm
উনি ফিরাইয়াছেন এখন,Present_Nrm
উনারা ফিরাইয়াছেন আজকে,Present_Nrm
এখনই ফিরাইয়াছেন তিনি,Present_Nrm
তুমি ফিরাইয়ো বর্তমানে,Present_Nrm
তোমরা ফিরাইয়ো বর্তমানে,Present_Nrm
সে ফিরাইল এখন,Past_Nrm
আজ ফিরাইল তারা,Past_Nrm
আমি ফিরাইলাম আগে,Past_Nrm
আমরা এখনই ফিরাইলাম,Past_Nrm
তুই অতীতে ফিরাইলি,Past_Nrm
পূর্বে ফিরাইলি তোরা,Past_Nrm
তুমি ফিরাইলে আজ,Past_Nrm
গতকাল ফিরাইলে তোমরা,Past_Nrm
আপনি ফিরাইলেন পূর্বে,Past_Nrm
আপনারা আগে ফিরাইলেন,Past_Nrm
গতকাল ফিরাইলেন উনি,Past_Nrm
উনারা সেদিন ফিরাইলেন,Past_Nrm
এখন ফিরাইলেন তিনি,Past_Nrm
এখন ফিরাও তুমি,Present_Nrm
