Id,Sentence,Tense
3777,এখন দেখিবি তুই,Future_Nrm
3778,তোরা আজকে দেখিবি,Future_Nrm
3779,তুমি দেখিবে ভবিষ্যতে,Future_Nrm
3780,তোমরা পরশু দেখিবে,Future_Nrm
3781,আপনি এখনই দেখিবেন,Future_Nrm
3782,এখন দেখিবেন আপনারা,Future_Nrm
3783,উনি দেখিবেন এখনই,Future_Nrm
3784,উনারা ভবিষ্যতে দেখিবেন,Future_Nrm
3785,ভবিষ্যতে দেখিবেন তিনি,Future_Nrm
3786,আজ দেখিয়াছ তুমি,Present_Nrm
3787,তোমরা এখনই দেখিয়াছ,Present_Nrm
3788,আমি এখনই দেখিয়াছি,Present_Nrm
3789,আমরা বর্তমানে দেখিয়াছি,Present_Nrm
3790,এখনই দেখিয়াছিল সে,Past_Nrm
3791,এখনই দেখিয়াছিল তারা,Past_Nrm
3792,পূর্বে দেখিয়াছিলাম আমি,Past_Nrm
3793,আমরা দেখিয়াছিলাম আগে,Past_Nrm
3794,তুই আগে দেখিয়াছিলি,Past_Nrm
3795,তোরা দেখিয়াছিলি গতকাল,Past_Nrm
3796,তুমি দেখিয়াছিলে পূর্বে,Past_Nrm
3797,তোমরা দেখিয়াছিলে সেদিন,Past_Nrm
3798,গতকাল দেখিয়াছিলেন আপনি,Past_Nrm
3799,আপনারা অতীতে দেখিয়াছিলেন,Past_Nrm
3800,এখন দেখিয়াছিলেন উনি,Past_Nrm
3801,পূর্বে দেখিয়াছিলেন উনারা,Past_Nrm
3802,তিনি আজ দেখিয়াছিলেন,Past_Nrm
3803,তুই দেখিয়াছিস আজ,Present_Nrm
3804,তোরা দেখিয়াছিস বর্তমানে,Present_Nrm
3805,সে বর্তমানে দেখিয়াছে,Present_Nrm
3806,তারা বর্তমানে দেখিয়াছে,Present_Nrm
3807,আপনি আজকে দেখিয়াছেন,Present_Nrm
3808,আপনারা দেখিয়াছেন বর্তমানে,Present_Nrm
3809,উনি আজকে দেখিয়াছেন,Present_Nrm
3810,আজ দেখিয়াছেন উনারা,Present_Nrm
3811,তিনি এখনই দেখিয়াছেন,Present_Nrm
3812,আজকে দেখিয়েছ তুমি,Present_Nrm
3813,তোমরা দেখিয়েছ আজকে,Present_Nrm
3814,আজকে দেখিয়েছি আমি,Present_Nrm
3815,আমরা আজ দেখিয়েছি,Present_Nrm
3816,সে দেখিয়েছিল আজ,Past_Nrm
3817,অতীতে দেখিয়েছিল তারা,Past_Nrm
3818,সেদিন দেখিয়েছিলাম আমি,Past_Nrm
3819,আমরা দেখিয়েছিলাম এখনই,Past_Nrm
3820,তুই দেখিয়েছিলি আজ,Past_Nrm
3821,তোরা দেখিয়েছিলি আগে,Past_Nrm
3822,আমি দেখিয়েছিলুম সেদিন,Past_Nrm
3823,আমরা দেখিয়েছিলুম এখন,Past_Nrm
3824,তুমি দেখিয়েছিলে এখনই,Past_Nrm
3825,এখনই দেখিয়েছিলে তোমরা,Past_Nrm
3826,পূর্বে দেখিয়েছিলেন আপনি,Past_Nrm
3827,আপনারা দেখিয়েছিলেন এখনই,Past_Nrm
3828,উনি দেখিয়েছিলেন পূর্বে,Past_Nrm
3829,পূর্বে দেখিয়েছিলেন উনারা,Past_Nrm
3830,তিনি দেখিয়েছিলেন আগে,Past_Nrm
3831,আমি দেখিয়েছিলেম সেদিন,Past_Nrm
3832,এখনই দেখিয়েছিলেম আমরা,Past_Nrm
3833,তুই বর্তমানে দেখিয়েছিস,Present_Nrm
3834,তোরা দেখিয়েছিস আজকে,Present_Nrm
3835,আজ দেখিয়েছে সে,Present_Nrm
3836,বর্তমানে দেখিয়েছে তারা,Present_Nrm
3837,আপনি এখনই দেখিয়েছেন,Present_Nrm
3838,আপনারা বর্তমানে দেখিয়েছেন,Present_Nrm
3839,উনি দেখিয়েছেন বর্তমানে,Present_Nrm
3840,এখনই দেখিয়েছেন উনারা,Present_Nrm
3841,তিনি আজকে দেখিয়েছেন,Present_Nrm
3842,বর্তমানে দেখিয়ো তুমি,Present_Nrm
3843,আজকে দেখিয়ো তোমরা,Present_Nrm
3844,সে পূর্বে দেখিল,Past_Nrm
3845,এখনই দেখিল তারা,Past_Nrm
3846,আমি দেখিলাম এখন,Past_Nrm
3847,আমরা দেখিলাম গতকাল,Past_Nrm
3848,তুই এখনই দেখিলি,Past_Nrm
3849,আগে দেখিলি তোরা,Past_Nrm
3850,তুমি পূর্বে দেখিলে,Past_Nrm
3851,আজ দেখিলে তোমরা,Past_Nrm
3852,আপনি দেখিলেন এখন,Past_Nrm
3853,আজ দেখিলেন আপনারা,Past_Nrm
3854,উনি দেখিলেন অতীতে,Past_Nrm
3855,উনারা দেখিলেন এখনই,Past_Nrm
3856,সেদিন দেখিলেন তিনি,Past_Nrm
3857,আজ দেখিস তুই,Present_Nrm
3858,আজ দেখিস তোরা,Present_Nrm
3859,এখন দেখুক সে,Present_Nrm
3860,এখন দেখুক তারা,Present_Nrm
3861,আপনি বর্তমানে দেখুন,Present_Nrm
3862,আপনারা দেখুন বর্তমানে,Present_Nrm
3863,আজ দেখুন উনি,Present_Nrm
3864,উনারা এখন দেখুন,Present_Nrm
3865,তিনি দেখুন আজকে,Present_Nrm
3866,আজ দেখে সে,Present_Nrm
3867,বর্তমানে দেখে তারা,Present_Nrm
3868,বর্তমানে দেখেছ তুমি,Present_Nrm
3869,তোমরা দেখেছ এখনই,Present_Nrm
3870,আমি দেখেছি আজকে,Present_Nrm
3871,আমরা এখনই দেখেছি,Present_Nrm
3872,সে দেখেছিল এখনই,Past_Nrm
3873,তারা দেখেছিল সেদিন,Past_Nrm
3874,আমি আগে দেখেছিলাম,Past_Nrm
3875,আমরা দেখেছিলাম আগে,Past_Nrm
3876,তুই দেখেছিলি এখনই,Past_Nrm
3877,তোরা দেখেছিলি এখন,Past_Nrm
3878,আমি এখন দেখেছিলুম,Past_Nrm
3879,আমরা দেখেছিলুম আজকে,Past_Nrm
3880,তুমি সেদিন দেখেছিলে,Past_Nrm
3881,তোমরা আগে দেখেছিলে,Past_Nrm
3882,আপনি পূর্বে দেখেছিলেন,Past_Nrm
3883,আজকে দেখেছিলেন আপনারা,Past_Nrm
3884,আজকে দেখেছিলেন উনি,Past_Nrm
3885,সেদিন দেখেছিলেন উনারা,Past_Nrm
3886,আগে দেখেছিলেন তিনি,Past_Nrm
3887,সেদিন দেখেছিলেম আমি,Past_Nrm
3888,আমরা দেখেছিলেম এখন,Past_Nrm
3889,আজকে দেখেছিস তুই,Present_Nrm
3890,তোরা আজ দেখেছিস,Present_Nrm
3891,সে এখন দেখেছে,Present_Nrm
3892,তারা দেখেছে আজকে,Present_Nrm
3893,আপনি দেখেছেন আজ,Present_Nrm
3894,এখন দেখেছেন আপনারা,Present_Nrm
3895,উনি দেখেছেন এখনই,Present_Nrm
3896,আজকে দেখেছেন উনারা,Present_Nrm
3897,তিনি এখনই দেখেছেন,Present_Nrm
3898,এখনই দেখেন আপনি,Present_Nrm
3899,আপনারা দেখেন আজ,Present_Nrm
3900,উনি বর্তমানে দেখেন,Present_Nrm
3901,এখনই দেখেন উনারা,Present_Nrm
3902,তিনি দেখেন আজকে,Present_Nrm
3903,তুমি দেখো এখন,Present_Nrm
3904,আজ দেখো তোমরা,Present_Nrm
3905,তুমি দেখছ আজ,Present_Nrm
3906,আজকে দেখছ তোমরা,Present_Nrm
3907,আমি বর্তমানে দেখছি,Present_Nrm
3908,আমরা দেখছি এখন,Present_Nrm
3909,সে দেখছিল আজ,Past_Nrm
3910,তারা দেখছিল এখনই,Past_Nrm
3911,আমি দেখছিলাম আজ,Past_Nrm
3912,আমরা দেখছিলাম এখনই,Past_Nrm
3913,তুই অতীতে দেখছিলি,Past_Nrm
3914,গতকাল দেখছিলি তোরা,Past_Nrm
3915,পূর্বে দেখছিলুম আমি,Past_Nrm
3916,আমরা দেখছিলুম এখন,Past_Nrm
3917,এখনই দেখছিলে তুমি,Past_Nrm
3918,তোমরা এখন দেখছিলে,Past_Nrm
3919,আপনি আজ দেখছিলেন,Past_Nrm
3920,আপনারা অতীতে দেখছিলেন,Past_Nrm
3921,উনি এখন দেখছিলেন,Past_Nrm
3922,উনারা দেখছিলেন আগে,Past_Nrm
3923,তিনি দেখছিলেন এখনই,Past_Nrm
3924,আমি গতকাল দেখছিলেম,Past_Nrm
3925,আমরা সেদিন দেখছিলেম,Past_Nrm
3926,বর্তমানে দেখছিস তুই,Present_Nrm
3927,তোরা এখন দেখছিস,Present_Nrm
3928,বর্তমানে দেখছে সে,Present_Nrm
3929,তারা বর্তমানে দেখছে,Present_Nrm
3930,আপনি দেখছেন আজ,Present_Nrm
3931,আপনারা দেখছেন আজকে,Present_Nrm
3932,আজ দেখছেন উনি,Present_Nrm
3933,আজকে দেখছেন উনারা,Present_Nrm
3934,বর্তমানে দেখছেন তিনি,Present_Nrm
3935,গতকাল দেখত সে,Past_Nrm
3936,তারা দেখত এখনই,Past_Nrm
3937,আমি দেখতাম আজকে,Past_Nrm
3938,আজকে দেখতাম আমরা,Past_Nrm
3939,তুই আজকে দেখতিস,Past_Nrm
3940,তোরা আগে দেখতিস,Past_Nrm
3941,গতকাল দেখতুম আমি,Past_Nrm
3942,আমরা দেখতুম আগে,Past_Nrm
3943,তুমি অতীতে দেখতে,Past_Nrm
3944,গতকাল দেখতে তোমরা,Past_Nrm
3945,সেদিন দেখতেন আপনি,Past_Nrm
3946,আপনারা সেদিন দেখতেন,Past_Nrm
3947,উনি দেখতেন আগে,Past_Nrm
3948,উনারা এখন দেখতেন,Past_Nrm
3949,তিনি সেদিন দেখতেন,Past_Nrm
3950,আমি আজকে দেখতেম,Past_Nrm
3951,আমরা দেখতেম সেদিন,Past_Nrm
3952,আমি দেখব পরশু,Future_Nrm
3953,আজকে দেখব আমরা,Future_Nrm
3954,তুই দেখবি ভবিষ্যতে,Future_Nrm
3955,এখন দেখবি তোরা,Future_Nrm
3956,আজ দেখবে তুমি,Future_Nrm
3957,ভবিষ্যতে দেখবে তোমরা,Future_Nrm
3958,আপনি এখনই দেখবেন,Future_Nrm
3959,আপনারা দেখবেন শীঘ্রই,Future_Nrm
3960,উনি ভবিষ্যতে দেখবেন,Future_Nrm
3961,উনারা দেখবেন পরশু,Future_Nrm
3962,তিনি দেখবেন এখন,Future_Nrm
3963,আমি দেখবো এখনই,Future_Nrm
